model_name,score,rank
NVIDIA Nemotron Nano 12B v2 VL Thinking,4.0,152
Nova 2.0 Lite (low),4.0,152
Nova 2.0 Omni (low),4.0,152
Nova 2.0 Omni (medium),4.0,152
Phi-4,4.0,152
Qwen2.5 72B,4.0,152
Qwen3 14B Thinking,4.0,152
Qwen3 4B 2507 Non-Thinking,4.0,152
Qwen3 Omni 30B A3B Thinking,4.0,152
Qwen3 VL 8B Thinking,4.0,152
Solar Pro 2 Non-Thinking,4.0,152
gpt-oss-20B (low),4.0,152
GLM-4.6V Non-Thinking,3.0,179
Llama 3.1 70B,3.0,179
Llama 3.3 70B,3.0,179
Mi:dm K 2.5 Pro Preview,3.0,179
MiniMax M1 80k,3.0,179
Qwen3 32B Thinking,3.0,179
Solar Pro 2 Thinking,3.0,179
Gemini 2.5 Flash-Lite Non-Thinking,2.0,186
Gemma 3n E4B,2.0,186
Granite 4.0 H Small,2.0,186
Jamba 1.7 Large,2.0,186
Llama Nemotron Ultra,2.0,186
MiniMax M1 40k,2.0,186
Qwen3 30B Thinking,2.0,186
Qwen3 8B Thinking,2.0,186
Qwen3 8B Non-Thinking,2.0,186
Qwen3 VL 8B Non-Thinking,2.0,186
Command A,1.0,196
DeepSeek R1 0528 Qwen3 8B,1.0,196
DeepSeek R1 Distill Llama 70B,1.0,196
EXAONE 4.0 32B Non-Thinking,1.0,196
Gemma 3 12B,1.0,196
Gemma 3 4B,1.0,196
Gemma 3n E2B,1.0,196
Granite 4.0 Micro,1.0,196
Jamba Reasoning 3B,1.0,196
LFM2 2.6B,1.0,196
Ling-mini-2.0,1.0,196
Llama 3.1 8B,1.0,196
Llama 3.2 11B (Vision),1.0,196
Llama 4 Scout,1.0,196
NVIDIA Nemotron Nano 9B V2 Non-Thinking,1.0,196
NVIDIA Nemotron Nano 9B V2 Thinking,1.0,196
Nova Lite,1.0,196
Nova Micro,1.0,196
OLMo 3 32B Think,1.0,196
OLMo 3 7B Think,1.0,196
Qwen3 4B 2507 Thinking,1.0,196
Qwen3 Omni 30B A3B Non-Thinking,1.0,196
Qwen3 VL 4B Thinking,1.0,196
Exaone 4.0 1.2B Non-Thinking,0.0,219
Exaone 4.0 1.2B Thinking,0.0,219
Gemma 3 1B,0.0,219
Gemma 3 270M,0.0,219
Granite 3.3 8B,0.0,219
Granite 4.0 1B,0.0,219
Granite 4.0 350M,0.0,219
Granite 4.0 H 1B,0.0,219
Granite 4.0 H 350M,0.0,219
Hermes 4 70B Non-Thinking,0.0,219
Jamba 1.7 Mini,0.0,219
LFM2 1.2B,0.0,219
LFM2 8B A1B,0.0,219
Llama 3.2 1B,0.0,219
Llama 3.3 Nemotron Super 49B Non-Thinking,0.0,219
Llama 3.3 Nemotron Super 49B Thinking,0.0,219
Ministral 3B (Dec '25),0.0,219
Molmo 7B-D,0.0,219
NVIDIA Nemotron Nano 12B v2 VL Non-Thinking,0.0,219
OLMo 2 32B,0.0,219
OLMo 2 7B,0.0,219
OLMo 3 7B,0.0,219
Olmo 3.1 32B Think,0.0,219
Phi-3 Mini,0.0,219
Phi-4 Mini,0.0,219
Qwen3 0.6B Non-Thinking,0.0,219
Qwen3 0.6B Thinking,0.0,219
Qwen3 1.7B Thinking,0.0,219
Qwen3 1.7B Non-Thinking,0.0,219
Qwen3 VL 4B Non-Thinking,0.0,219
Reka Flash 3,0.0,219
