model_name,score,rank
Llama 3.1 Nemotron Nano 4B v1.1,5.0,149
Llama 3.2 11B (Vision),5.0,149
Llama 3.2 1B,5.0,149
Llama 3.2 3B,5.0,149
Llama 3.2 90B (Vision),5.0,149
Llama 4 Maverick,5.0,149
Ministral 14B (Dec '25),5.0,149
Ministral 3B (Dec '25),5.0,149
Mistral Small 3.1,5.0,149
Mixtral 8x7B,5.0,149
Molmo 7B-D,5.0,149
NVIDIA Nemotron 3 Nano Non-Thinking,5.0,149
NVIDIA Nemotron Nano 12B v2 VL Non-Thinking,5.0,149
NVIDIA Nemotron Nano 12B v2 VL Thinking,5.0,149
NVIDIA Nemotron Nano 9B V2 Thinking,5.0,149
Nova 2.0 Pro Preview (low),5.0,149
Nova Lite,5.0,149
Nova Micro,5.0,149
Nova Premier,5.0,149
OpenChat 3.5,5.0,149
QwQ 32B-Preview,5.0,149
Qwen2.5 Coder 7B,5.0,149
Qwen2.5 Max,5.0,149
Qwen3 0.6B Non-Thinking,5.0,149
Qwen3 1.7B Thinking,5.0,149
Qwen3 1.7B Non-Thinking,5.0,149
Qwen3 235B Non-Thinking,5.0,149
Qwen3 30B Non-Thinking,5.0,149
Qwen3 4B Thinking,5.0,149
Qwen3 4B 2507 Non-Thinking,5.0,149
Qwen3 Omni 30B A3B Non-Thinking,5.0,149
Reka Flash 3,5.0,149
gpt-oss-120B (low),5.0,149
gpt-oss-20B (low),5.0,149
o1-mini,5.0,149
Claude 2.1,4.0,232
Claude 3 Sonnet,4.0,232
Claude 3.5 Haiku,4.0,232
Claude 3.5 Sonnet (June),4.0,232
Claude 3.5 Sonnet (Oct),4.0,232
Claude 4 Sonnet Non-Thinking,4.0,232
Claude 4.5 Haiku Non-Thinking,4.0,232
Claude Instant,4.0,232
DeepHermes 3 - Llama-3.1 8B,4.0,232
DeepHermes 3 - Mistral 24B,4.0,232
DeepSeek R1 Distill Llama 8B,4.0,232
DeepSeek R1 Distill Qwen 14B,4.0,232
DeepSeek V3 (Dec),4.0,232
Devstral 2,4.0,232
Devstral Medium,4.0,232
Devstral Small,4.0,232
Devstral Small (May),4.0,232
ERNIE 4.5 300B A47B,4.0,232
GLM-4.5V Non-Thinking,4.0,232
GLM-4.6V Non-Thinking,4.0,232
GPT-4.1 nano,4.0,232
GPT-4o (ChatGPT),4.0,232
GPT-4o mini,4.0,232
GPT-5 nano (minimal),4.0,232
Gemini 1.5 Flash (May),4.0,232
Gemini 1.5 Flash (Sep),4.0,232
Gemini 1.5 Pro (May),4.0,232
Gemini 2.0 Flash-Lite (Feb),4.0,232
Gemini 2.0 Flash-Lite (Preview),4.0,232
Gemini 2.5 Flash-Lite Non-Thinking,4.0,232
Gemma 3 270M,4.0,232
Gemma 3n E2B,4.0,232
Gemma 3n E4B,4.0,232
Granite 3.3 8B,4.0,232
Granite 4.0 H Small,4.0,232
Grok 2,4.0,232
Hermes 3 - Llama-3.1 70B,4.0,232
Hermes 4 405B Non-Thinking,4.0,232
Hermes 4 70B Non-Thinking,4.0,232
Jamba 1.5 Large,4.0,232
Jamba 1.6 Large,4.0,232
Jamba 1.7 Large,4.0,232
K2-V2 (low),4.0,232
K2-V2 (medium),4.0,232
Llama 3 70B,4.0,232
Llama 3.1 405B,4.0,232
Llama 3.3 70B,4.0,232
Llama 3.3 Nemotron Super 49B Non-Thinking,4.0,232
Llama 4 Scout,4.0,232
Llama Nemotron Super 49B v1.5 Non-Thinking,4.0,232
Ministral 8B (Dec '25),4.0,232
Mistral 7B,4.0,232
Mistral Large 2 (Nov),4.0,232
Mistral Large 3,4.0,232
Mistral Medium 3,4.0,232
Mistral Medium 3.1,4.0,232
Mistral Saba,4.0,232
Mistral Small (Feb),4.0,232
Mistral Small (Sep),4.0,232
Mistral Small 3,4.0,232
Mistral Small 3.2,4.0,232
Mixtral 8x22B,4.0,232
NVIDIA Nemotron Nano 9B V2 Non-Thinking,4.0,232
Nova 2.0 Lite (low),4.0,232
Nova 2.0 Omni,4.0,232
Nova 2.0 Omni (low),4.0,232
Nova 2.0 Pro Preview,4.0,232
OLMo 2 32B,4.0,232
Phi-3 Mini,4.0,232
Phi-4,4.0,232
Phi-4 Mini,4.0,232
Phi-4 Multimodal,4.0,232
Pixtral Large,4.0,232
Qwen2 72B,4.0,232
Qwen2.5 72B,4.0,232
Qwen2.5 Coder 32B,4.0,232
Qwen2.5 Instruct 32B,4.0,232
Qwen2.5 Turbo,4.0,232
Qwen3 14B Non-Thinking,4.0,232
Qwen3 14B Thinking,4.0,232
Qwen3 32B Non-Thinking,4.0,232
Qwen3 4B Non-Thinking,4.0,232
Qwen3 8B Thinking,4.0,232
Qwen3 Coder 30B A3B,4.0,232
Qwen3 Coder 480B,4.0,232
Qwen3 VL 4B Thinking,4.0,232
Qwen3 VL 4B Non-Thinking,4.0,232
Solar Pro 2 Non-Thinking,4.0,232
Solar Pro 2 Preview Non-Thinking,4.0,232
Tulu3 405B,4.0,232
Claude 3 Opus,3.0,322
DeepSeek R1 Distill Qwen 1.5B,3.0,322
Devstral Small 2,3.0,322
GPT-4 Turbo,3.0,322
GPT-4o (Aug),3.0,322
GPT-4o (May),3.0,322
GPT-4o (Nov),3.0,322
Kimi Linear 48B A3B Instruct,3.0,322
Mistral Large (Feb),3.0,322
Mistral Large 2 (Jul),3.0,322
Mistral Medium,3.0,322
Nova 2.0 Lite,3.0,322
Nova Pro,3.0,322
Qwen3 8B Non-Thinking,3.0,322
Qwen3 VL 8B Non-Thinking,3.0,322
Qwen3 VL 8B Thinking,3.0,322
