model_name,score,rank
Claude 4.5 Haiku,62.0,104
DeepSeek R1 (Jan),62.0,104
Qwen3 235B,62.0,104
Solar Pro 2,62.0,104
OLMo 3 7B Think,62.0,104
Kimi K2 0905,61.0,109
GLM-4.5V,60.0,110
DeepSeek V3.2,59.0,111
Claude 4.5 Sonnet,59.0,111
Nova 2.0 Omni (low),59.0,111
Qwen3 VL 235B A22B,59.0,111
Qwen3 Coder 480B,59.0,111
Gemini 2.5 Flash-Lite,59.0,111
Ling-flash-2.0,59.0,111
DeepSeek V3.1,58.0,118
Mi:dm K 2.5 Pro Preview,58.0,118
o1-mini,58.0,118
GLM-4.7,56.0,121
Kimi K2,56.0,121
GLM-4.6,56.0,121
GPT-5 (minimal),56.0,121
DeepSeek V3.2 Exp,55.0,125
GPT-5 mini (minimal),55.0,125
Qwen3 32B,55.0,125
Hermes 4 405B,55.0,125
Qwen3 Max Thinking,54.0,129
Claude 4 Opus,54.0,129
GPT-5 (ChatGPT),54.0,129
K2-V2 (medium),54.0,129
DeepSeek V3.1 Terminus,53.0,133
Magistral Medium 1,53.0,133
Qwen3 235B 2507,52.0,135
Qwen3 30B A3B 2507,52.0,135
Qwen3 14B,52.0,135
Exaone 4.0 1.2B,52.0,135
Gemini 2.5 Flash,51.0,139
Claude 4.5 Haiku,51.0,139
Qwen3 VL 32B,51.0,139
Qwen3 30B,51.0,139
Magistral Small 1,51.0,139
DeepSeek R1 0528 Qwen3 8B,51.0,139
Gemini 2.5 Flash,50.0,145
GPT-5.1,49.0,146
Llama 3.1 Nemotron Nano 4B v1.1,49.0,146
GPT-4.1 mini,48.0,148
Qwen3 VL 30B A3B,48.0,148
Claude 3.7 Sonnet,47.0,150
Nova 2.0 Lite (low),47.0,150
Nova 2.0 Pro Preview,47.0,150
Mistral Large 3,47.0,150
ERNIE 4.5 300B A47B,47.0,150
EXAONE 4.0 32B,47.0,150
GPT-5 nano (minimal),47.0,150
Qwen3 4B,47.0,150
GPT-4.1,46.0,158
Solar Pro 2,46.0,158
Claude 4 Sonnet,45.0,160
Devstral 2,45.0,160
Reka Flash 3,44.0,162
Grok 3,43.0,163
GPT-4o (Mar),43.0,163
Ling-mini-2.0,43.0,163
Solar Pro 2,42.0,166
Qwen3 Omni 30B A3B,42.0,166
DeepSeek V3 0324,41.0,168
Mistral Medium 3.1,41.0,168
Gemini 2.5 Flash,41.0,168
GLM-4.6V,41.0,168
Qwen3 8B,41.0,168
MiMo-V2-Flash,40.0,173
Grok 4 Fast,40.0,173
Grok 4.1 Fast,40.0,173
Llama 4 Maverick,40.0,173
Mistral Medium 3,40.0,173
Qwen3 Coder 30B A3B,40.0,173
Gemini 2.5 Flash-Lite,40.0,173
Claude 3.7 Sonnet,39.0,180
K2-V2 (low),39.0,180
Solar Pro 2,39.0,180
Qwen3 4B 2507,38.0,183
Claude 3.5 Sonnet (Oct),38.0,183
DeepSeek R1 Distill Qwen 14B,38.0,183
Kimi Linear 48B A3B Instruct,38.0,183
DeepSeek V3 (Dec),36.0,187
Qwen2.5 Max,36.0,187
NVIDIA Nemotron 3 Nano,36.0,187
Nova 2.0 Lite,35.0,190
Gemini 2.0 Pro Experimental,35.0,190
Qwen3 VL 8B,35.0,190
Devstral Small 2,35.0,190
Ministral 14B (Dec '25),35.0,190
GLM-4.5V,35.0,190
NVIDIA Nemotron Nano 12B v2 VL,35.0,190
Qwen3 235B,34.0,197
QwQ 32B-Preview,34.0,197
Devstral Medium,34.0,197
Gemini 2.0 Flash,33.0,200
GPT-4.1 nano,33.0,200
Qwen3 VL 8B,33.0,200
GPT-4o (May),33.0,200
Gemini 2.0 Flash Thinking exp. (Jan),32.0,204
Nova Premier,32.0,204
Gemini 1.5 Pro (Sep),32.0,204
GPT-4o (Aug),32.0,204
Qwen3 VL 4B,32.0,204
Qwen3 30B,32.0,204
Nova 2.0 Omni,31.0,210
Llama 3.1 405B,31.0,210
GPT-4o (Nov),31.0,210
Qwen3 1.7B,31.0,210
Claude 3.5 Haiku,31.0,210
Sonar,30.0,215
Ministral 8B (Dec '25),30.0,215
Llama 4 Scout,30.0,215
Qwen2.5 Coder 32B,30.0,215
Llama 3.3 70B,29.0,219
Command A,29.0,219
Mistral Large 2 (Nov),29.0,219
Llama Nemotron Super 49B v1.5,29.0,219
Qwen3 32B,29.0,219
Tulu3 405B,29.0,219
Qwen3 VL 4B,29.0,219
GPT-4 Turbo,29.0,219
Exaone 4.0 1.2B,29.0,219
Llama 3.3 Nemotron Super 49B,28.0,228
Qwen3 14B,28.0,228
Mistral Small 3.2,28.0,228
Qwen2.5 72B,28.0,228
Sonar Pro,28.0,228
Llama 3.3 Nemotron Super 49B,28.0,228
Claude 3 Opus,28.0,228
DeepSeek R1 Distill Qwen 32B,27.0,235
DeepSeek R1 Distill Llama 70B,27.0,235
Grok 2,27.0,235
Gemini 1.5 Flash (Sep),27.0,235
Hermes 4 70B,27.0,235
Mistral Large 2 (Jul),27.0,235
OLMo 3 7B,27.0,235
Pixtral Large,26.0,242
Devstral Small (May),26.0,242
Devstral Small,25.0,244
Qwen2.5 Instruct 32B,25.0,244
Granite 4.0 H Small,25.0,244
Ministral 3B (Dec '25),25.0,244
Mistral Small 3,25.0,244
Grok Beta,24.0,249
Gemini 1.5 Pro (May),24.0,249
Nova Pro,23.0,251
Phi-4,23.0,251
Llama 3.1 70B,23.0,251
GPT-4o mini,23.0,251
Qwen3 4B,23.0,251
DeepSeek R1 Distill Llama 8B,23.0,251
Gemini 1.5 Flash-8B,22.0,257
Gemini 2.0 Flash (exp),21.0,258
Mistral Small 3.1,21.0,258
Jamba Reasoning 3B,21.0,258
Llama 3.2 90B (Vision),21.0,258
Qwen3 8B,20.0,262
DeepHermes 3 - Mistral 24B,20.0,262
Gemini 1.5 Flash (May),20.0,262
Llama 3 70B,20.0,262
Claude 2.1,20.0,262
Gemini 2.0 Flash-Lite (Feb),19.0,267
Hermes 3 - Llama-3.1 70B,19.0,267
Gemini 2.0 Flash-Lite (Preview),18.0,269
Jamba 1.7 Large,18.0,269
Granite 4.0 Micro,18.0,269
Claude 3 Sonnet,18.0,269
Mistral Large (Feb),18.0,269
Llama 3.1 Nemotron 70B,17.0,274
Nova Lite,17.0,274
Jamba 1.6 Large,17.0,274
Claude 2.0,17.0,274
GLM-4.6V,16.0,278
Qwen2.5 Turbo,16.0,278
Qwen2 72B,16.0,278
DeepSeek Coder V2 Lite,16.0,278
LFM2 8B A1B,15.0,282
Gemma 3n E4B,15.0,282
Mixtral 8x22B,15.0,282
Claude 3 Haiku,15.0,282
Gemma 3 27B,14.0,286
Gemma 3 12B,14.0,286
Nova Micro,14.0,286
Jamba 1.5 Large,14.0,286
Mistral Small (Sep),14.0,286
Gemma 3n E4B (May),14.0,286
Phi-4 Mini,13.0,292
Granite 3.3 8B,13.0,292
Qwen3 1.7B,13.0,292
Phi-4 Multimodal,13.0,292
Qwen2.5 Coder 7B,13.0,292
Llama 3.1 8B,12.0,297
Qwen3 0.6B,12.0,297
Granite 4.0 H 1B,12.0,297
Phi-3 Mini,12.0,297
Gemini 1.0 Pro,12.0,297
Command-R+ (Apr),12.0,297
OpenChat 3.5,12.0,297
Llama 3.2 11B (Vision),11.0,304
Gemma 3 4B,11.0,304
Mistral Small (Feb),11.0,304
Claude Instant,11.0,304
Gemma 3n E2B,10.0,308
Mistral Medium,10.0,308
LFM 40B,10.0,308
Llama 3 8B,10.0,308
Llama 2 Chat 70B,10.0,308
Llama 2 Chat 13B,10.0,308
DBRX,9.0,314
DeepHermes 3 - Llama-3.1 8B,9.0,314
LFM2 2.6B,8.0,316
Llama 3.2 3B,8.0,316
OLMo 2 32B,7.0,318
Qwen3 0.6B,7.0,318
DeepSeek R1 Distill Qwen 1.5B,7.0,318
Jamba 1.6 Mini,7.0,318
Mixtral 8x7B,7.0,318
Jamba 1.7 Mini,6.0,323
Jamba 1.5 Mini,6.0,323
Granite 4.0 1B,5.0,325
Mistral 7B,5.0,325
Command-R (Mar),5.0,325
OLMo 2 7B,4.0,328
Molmo 7B-D,4.0,328
LFM2 1.2B,2.0,330
Llama 3.2 1B,2.0,330
Granite 4.0 H 350M,2.0,330
Granite 4.0 350M,2.0,330
Gemma 3 1B,2.0,330
Llama 2 Chat 7B,0.0,335
Gemma 3 270M,0.0,335
